protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url,account_age_in_days,average_tweets_per_day,followers_following_count,isBot
0,0,0,-0.05897618670067406,-0.08482341295237313,-0.37550677742846444,-0.06427380722703199,1,-0.2774997737987618,0,-0.2707316969190595,0,-0.26493646831291706,1.8918753952760596,0,1,1,3304,0.0308716707021791,59856,1
0,0,1,-0.05890350379049742,-0.09927061890121494,-0.21037622030507758,-0.05942715872762221,1,0.09400293393199566,0,-0.2707316969190595,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5544,2.8198051948051948,63648,0
0,0,1,-0.05897834559899614,-0.1059923715637287,-0.373401578129615,-0.06427380722703199,1,0.8370083493935105,0,1.2063258401206896,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4718,0.0635862653666808,0,1
0,0,0,-0.05848287843407911,-0.07426934881711394,0.5975312237473126,-0.0631429225771697,1,-0.2774997737987618,1,-1.9324214260887773,0,-0.26493646831291706,0.8327566583145267,0,1,0,5078,18.04233950374163,1519651,0
0,0,0,-0.05899453733641173,-0.10094345327423873,-0.37558120366630254,-0.06427380722703199,1,-0.6490024815295192,0,-0.45536388904902814,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3311,0.0286922379945635,5810,1
0,1,1,-0.05805577638269456,-0.07913577608409224,-0.03194463124805113,-0.054580510228212434,1,0.09400293393199566,0,0.09853268734087775,0,6.295221910309444,-0.22636207864700622,0,1,1,5894,5.499660671869698,2334652,0
0,0,1,-0.05864047801159084,-0.07214028688781093,0.0649051688187141,-0.06443536217701232,1,0.09400293393199566,1,-1.3785248496988713,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4333,9.583198707592892,1134147,0
0,0,1,-0.05895891551409743,-0.10143009600093655,-0.21474610369814384,-0.06104270822742547,1,0.4655056416627531,0,-1.009260465438934,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5063,3.0065178747778,20100,0
0,0,1,-0.05832563867295438,-0.03342177494491487,-0.05633517261956934,-0.0631429225771697,1,-0.2774997737987618,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5030,5.988270377733598,4519084,0
0,0,1,-0.05895711643216237,-0.07752377205190568,-0.36903169473654873,-0.06298136762718938,1,-1.392007896991034,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4805,0.1479708636836628,130104,0
0,0,1,-0.05830908711915178,-0.03570291272631095,-0.2980928577571374,-0.05038008152872396,1,0.09400293393199566,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5390,1.3697588126159554,4483340,0
0,0,1,-0.05544494867852751,-0.10167341736428546,-0.2971891105833889,-0.05441895527823211,1,0.4655056416627531,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,1,1,1,5238,1.425735013363879,1405800,0
0,0,1,-0.058997415867507834,-0.10149092634177379,-0.37516654319834736,-0.06443536217701232,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3316,0.0404101326899879,3996,1
0,0,1,-0.05900245329692602,-0.1059923715637287,-0.34710785153337936,-0.06443536217701232,1,-1.7635106047217917,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5097,0.5440455169707671,0,0
0,0,1,-0.058790521444975305,-0.09863190032242404,-0.1891009486030689,-0.05361118052833048,1,1.5800137648550254,0,0.8370614558607523,0,-0.26493646831291706,1.8918753952760596,0,1,1,3963,4.449659348978047,145684,0
1,0,0,-0.058972948353190946,-0.10188632355721577,-0.3021650361988512,-0.06427380722703199,1,0.09400293393199566,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,0,0,4931,1.419590346785642,12825,0
1,0,1,-0.058965032392676656,-0.10179507804595993,0.9753507039726395,-0.06298136762718938,1,-0.6490024815295192,0,-1.009260465438934,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5150,24.69009708737864,16146,0
0,0,0,-0.058998135500281865,-0.10149092634177379,-0.375613100625376,-0.06443536217701232,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3295,0.0279210925644916,3700,1
0,0,1,-0.05895819588132341,-0.10118677463758764,-0.3701480883041204,-0.06395069732707134,1,-0.6490024815295192,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,0,1,5394,0.1123470522803114,21488,0
0,0,0,-0.05899777568389485,-0.10447161304279799,-0.3746561918531717,-0.06443536217701232,1,-1.392007896991034,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,0,0,4962,0.0366787585650947,1300,0
0,0,0,-0.05884953133244545,-0.09291384828372454,0.10741318294396685,-0.06411225227705167,1,0.09400293393199566,1,-1.9324214260887773,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5074,8.97162002364998,188340,0
0,0,1,-0.05899381770363771,-0.10079137742214565,-0.37551740974815556,-0.06443536217701232,1,1.208511057124268,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3313,0.0304859643827346,6327,1
0,0,0,-0.05900713090995719,-0.10593154122289149,-0.37647431852035984,-0.06443536217701232,1,0.8370083493935105,0,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,0,0,4868,0.0022596548890714,0,0
0,0,0,-0.058947041573326,-0.10234255111349498,-0.27566929552848357,-0.06362758742711068,1,-0.6490024815295192,1,-0.8246282733089655,0,-0.26493646831291706,0.8327566583145267,0,1,0,4490,2.114031180400891,20040,0
0,0,1,-0.05872071706589476,-0.08235978414846536,-0.111091619029037,-0.06427380722703199,1,1.5800137648550254,1,-0.08609950478909088,0,1.3751031263426732,0.8327566583145267,0,1,0,4075,6.127852760736197,618492,0
0,0,1,-0.058926891855653266,-0.08610085010995493,-0.34171726544996184,-0.062496702777248406,1,0.8370083493935105,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4925,0.665989847715736,145842,0
0,1,1,-0.05350697761807496,-0.07785833892651044,0.04849949953525611,-0.029701047931242244,1,0.4655056416627531,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4989,8.013830426939267,14139550,0
0,0,0,-0.05879699813994154,-0.06179912894548206,-0.15122862586316135,-0.06411225227705167,1,0.8370083493935105,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4435,4.779255918827508,848552,1
1,0,1,-0.05892545259010522,-0.10392413997526294,-0.25780699844733684,-0.06427380722703199,1,0.8370083493935105,0,1.3909580322506583,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5065,2.205725567620928,15436,0
0,1,1,-0.058595500963214205,-0.0758813528493005,-0.34215319055729937,-0.05829627407775993,1,-0.2774997737987618,0,-0.08609950478909088,0,3.0151427209982633,0.8327566583145267,0,1,1,4285,0.7558926487747958,1132560,0
0,0,1,-0.058727553577248015,-0.08470175227069866,-0.26708901353771847,-0.05668072457795667,1,-1.392007896991034,0,0.6524292637307837,0,1.3751031263426732,-0.22636207864700622,0,1,1,5630,1.8293072824156305,543900,0
0,0,0,-0.058995256969185755,-0.1013388504896807,-0.37557057134661137,-0.06443536217701232,1,0.4655056416627531,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3312,0.0289855072463768,5049,1
0,0,1,-0.05885996600766883,-0.1059923715637287,-0.3580591408152729,-0.06362758742711068,1,0.09400293393199566,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5116,0.3406958561376075,0,0
0,0,0,-0.05899417752002472,-0.10082179259256427,-0.37552804206784673,-0.06443536217701232,1,0.8370083493935105,0,0.2831648794708464,0,-0.26493646831291706,2.9509941322375925,0,1,1,3312,0.0301932367149758,6120,1
0,1,1,-0.05712097340923453,-0.026091718874028814,-0.10106534156027429,-0.05781160922781895,1,0.09400293393199566,0,0.09853268734087775,0,1.3751031263426732,-0.22636207864700622,0,1,0,5155,5.0269641125121245,13770734,0
0,0,1,-0.058798077589102576,-0.09483000402009724,0.19895745548484384,-0.06346603247713035,1,-1.0205051892602768,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4904,11.038336052202284,213227,0
0,0,1,-0.058904223423271444,-0.09254886623870116,-0.26864133221262765,-0.0618504829773271,1,-1.0205051892602768,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5772,1.759009009009009,126412,0
0,0,0,-0.05773625943102693,-0.06800382371087939,1.8386631659356578,-0.03761724048027821,1,-0.6490024815295192,0,-0.2707316969190595,0,-0.26493646831291706,-0.22636207864700622,1,1,1,5771,36.10310171547392,4411468,0
0,1,1,1.0702467349705302,-0.09753695418735392,-0.288821474986447,0.17660462319363396,1,0.09400293393199566,0,0.6524292637307837,0,-0.26493646831291706,0.8327566583145267,0,1,1,5058,1.6320680110715695,872479926,0
0,1,1,0.1809871608802964,-0.08762160863088564,-0.07938604171000156,0.007133480664272066,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4457,6.271707426520081,402862564,1
1,0,0,-0.05758693563041649,-0.10462368889489106,-0.3757513207813611,-0.05813471912777961,1,-0.2774997737987618,0,-1.9324214260887773,0,-0.26493646831291706,-0.22636207864700622,0,1,0,3550,0.0222535211267605,177615,0
0,0,0,-0.05899453733641173,-0.10143009600093655,-0.375549306707229,-0.06443536217701232,1,1.208511057124268,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3298,0.0297149787750151,5250,1
0,0,1,-0.05895387808467925,-0.0970503114606561,-0.17134497471883375,-0.06443536217701232,1,0.8370083493935105,0,1.021693647990721,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4250,4.542117647058824,43512,0
0,0,1,-0.05822021247155954,-0.04580074930529091,0.009042961161365921,-0.048602977078940374,1,-1.392007896991034,0,-1.3785248496988713,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5183,6.99787767702103,4328073,0
0,1,1,0.36990443708487963,-0.07013288564018239,0.08529795798635662,0.3711167829699463,1,1.5800137648550254,0,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5187,8.375168690958164,1405402191,0
0,0,1,-0.058476761555499884,-0.0964420080522838,-0.05043423519097623,-0.060881153277445144,1,-0.2774997737987618,1,-1.56315704182884,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4909,6.248930535750662,462836,0
0,0,0,-0.05897690633344809,-0.10048722571795951,-0.2355641856534327,-0.06395069732707134,1,-1.0205051892602768,1,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5022,2.641178813221824,15204,0
0,0,1,-0.05835118563643231,0.01177516829714605,0.21166307751577856,-0.05328807062836983,1,0.8370083493935105,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5248,10.54249237804878,7058656,0
0,0,0,-0.013187752371322211,-0.06520562803236686,2.236248128466849,0.1194141709005986,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,1,1,1,5057,48.595016808384415,170764281,0
1,0,1,-0.0589304900195234,-0.09875356100409849,-0.2554253588365173,-0.06346603247713035,1,0.8370083493935105,0,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5409,2.1068589388056944,50694,0
0,0,1,-0.05851778062361938,-0.08239019931888397,3.321116868154234,-0.05813471912777961,1,0.09400293393199566,0,0.2831648794708464,1,1.3751031263426732,-0.22636207864700622,0,1,1,4727,73.57309075523588,1055360,1
0,0,0,-0.05894560230777795,-0.10188632355721577,-0.3520518801897682,-0.06411225227705167,1,0.4655056416627531,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4950,0.4662626262626262,23085,0
0,0,1,-0.05885528839463766,-0.1059923715637287,-0.2682160394249813,-0.060558043377484494,1,-2.5065160201833065,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5358,1.902388951101157,0,0
0,0,0,-0.05881534877567921,-0.06833839058548415,-0.136470966131833,-0.06443536217701232,1,0.8370083493935105,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,1,1,1,4315,5.233835457705678,659854,1
0,0,0,-0.05896683147461172,-0.07554678597469575,-0.3756237329450672,-0.06427380722703199,1,0.8370083493935105,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3310,0.0274924471299093,112112,1
0,0,0,-0.05899669623473381,-0.10048722571795951,-0.375347292633097,-0.06443536217701232,1,0.4655056416627531,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3312,0.0353260869565217,5249,1
0,0,1,-0.05870272624654411,-0.026943343645750018,-0.12236187790166529,-0.06233514782726808,1,-0.6490024815295192,1,-0.45536388904902814,1,-0.26493646831291706,-0.22636207864700622,0,1,1,5020,4.763147410358566,2198754,0
0,0,0,-0.058970429638481855,-0.07807124511944073,-0.37536855727247936,-0.06427380722703199,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3303,0.0348168331819557,93636,1
0,0,0,-0.058995616785572774,-0.10033514986586645,-0.37545361583000864,-0.06443536217701232,1,0.4655056416627531,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3310,0.0323262839879154,5952,1
0,0,1,-0.058198623488338756,-0.10590112605247287,-0.36152527703459064,-0.04666431767917646,1,0.8370083493935105,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5619,0.2521801032212137,6741,0
0,0,1,-0.0589963364183468,-0.10094345327423873,-0.37564499758444947,-0.06443536217701232,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3301,0.0269615268100575,4980,1
0,0,0,-0.05899705605112082,-0.10143009600093655,-0.3756343652647583,-0.06427380722703199,1,0.4655056416627531,0,0.09853268734087775,0,4.655182315653853,-0.22636207864700622,1,1,1,3299,0.0272809942406789,4200,1
0,0,1,-0.05899417752002472,-0.10079137742214565,-0.37550677742846444,-0.06443536217701232,1,1.208511057124268,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3314,0.0307785153892576,6156,1
0,0,0,-0.058975467067900036,-0.08257269034139567,-0.37565562990414064,-0.06427380722703199,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3311,0.0265780730897009,67760,1
0,0,0,-0.05899453733641173,-0.10149092634177379,-0.37532602799371473,-0.06443536217701232,1,1.5800137648550254,0,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,0,0,3312,0.0359299516908212,5180,1
0,0,1,-0.05810003379829717,-0.06179912894548206,0.25860476895224455,-0.06362758742711068,1,-0.2774997737987618,0,-0.8246282733089655,0,-0.26493646831291706,-0.22636207864700622,0,1,0,3729,16.020917135961383,3663013,0
0,0,0,-0.05899957476582991,-0.10158217185302963,-0.3752834987149501,-0.06443536217701232,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3306,0.0372050816696914,3045,1
0,0,0,-0.05899993458221693,-0.10197756906847162,-0.37570879150259645,-0.06443536217701232,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3297,0.0251744009705793,2640,1
0,0,0,-0.058975107251513025,-0.10580988054121702,3.585925422382234,-0.06298136762718938,1,-0.2774997737987618,0,-0.08609950478909088,0,7.935261504965034,-0.22636207864700622,0,1,0,3605,103.38030513176145,534,0
0,0,0,-0.058879036276180526,-0.10565780468912395,-0.14457279373649595,-0.05926560377764189,1,-1.0205051892602768,0,-0.45536388904902814,0,-0.26493646831291706,-0.22636207864700622,0,0,0,4913,4.4416853246488905,3916,0
0,0,1,0.7531599831807855,0.5590353296392739,-0.31807098645682474,0.10939776400181839,1,0.4655056416627531,0,-0.6399960811789968,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4944,1.1132686084142396,49353043915,0
0,0,1,-0.0587520210915649,-0.08485382812279174,0.21826574804398816,-0.06298136762718938,1,-1.0205051892602768,0,-1.1938926575689026,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4307,12.990016252612026,492755,0
0,0,1,-0.05628619939136414,-0.10416746133861185,0.16589094124534007,-0.04020211967996343,1,-0.6490024815295192,0,-0.2707316969190595,1,3.0151427209982633,-0.22636207864700622,0,1,0,4441,11.48885386174285,453720,0
0,0,1,-0.05896359312712861,-0.10149092634177379,-0.3740182526717022,-0.06395069732707134,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4947,0.0489185364867596,17908,0
0,0,1,-0.05740990596800605,-0.052826653671990825,0.06723364683107787,-0.04020211967996343,1,0.4655056416627531,0,-0.8246282733089655,0,1.3751031263426732,-0.22636207864700622,0,1,1,4915,8.492980671414038,7759372,0
0,0,0,-0.0589963364183468,-0.10103469878549456,-0.3752197047968031,-0.06427380722703199,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3316,0.0389022919179734,4890,1
0,0,1,-0.057897457172408795,-0.07071077387813607,0.8333135452184495,-0.024208179631911162,1,-1.0205051892602768,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5841,19.48210922787194,3577440,0
1,0,1,-0.058367737190234914,-0.08570545289451294,0.03590020070123297,-0.0618504829773271,1,-1.0205051892602768,0,-0.8246282733089655,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5448,7.121145374449339,1185259,0
0,0,1,-0.05897690633344809,-0.0862833411324666,0.872259732247164,-0.06071959832746482,1,0.4655056416627531,0,1.5755902243806268,1,-0.26493646831291706,-0.22636207864700622,0,1,0,4288,27.39225746268657,54432,1
0,0,0,-0.05900137384776498,-0.10176466287554131,-0.3756343652647583,-0.06443536217701232,1,1.208511057124268,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,0,0,3295,0.0273141122913505,2224,1
0,0,0,-0.058992738254476665,-0.10033514986586645,-0.3753579249527882,-0.06427380722703199,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3312,0.0350241545893719,7440,1
1,0,0,-0.0583947234192609,-0.10584029571163564,-0.25017299290908485,-0.05991182357756319,1,0.4655056416627531,0,1.021693647990721,0,-0.26493646831291706,-0.22636207864700622,0,0,1,4940,2.406882591093117,8510,0
0,0,0,-0.0588398162899961,-0.08829074238009516,-0.15274904757899707,-0.06378914237709102,1,0.09400293393199566,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4017,5.240975852626338,270630,1
0,0,0,-0.05894380322584288,-0.07804082994902212,-0.3751240139195827,-0.06443536217701232,1,0.4655056416627531,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,0,0,0,3318,0.0415913200723327,161744,1
1,0,0,-0.05853289291187393,-0.090511049820654,-0.21332137285952857,-0.06427380722703199,1,1.208511057124268,0,-1.56315704182884,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3443,4.460063897763578,670862,0
0,0,1,-0.05899453733641173,-0.10106511395591318,-0.37618724588869856,-0.06443536217701232,1,0.09400293393199566,0,0.2831648794708464,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4870,0.0078028747433264,5670,0
0,0,0,-0.05896431275990263,-0.09534706191721369,-0.3747306180910098,-0.06427380722703199,1,-0.6490024815295192,0,-0.45536388904902814,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3403,0.0514252130473111,41650,1
0,0,1,-0.058641557460751885,-0.07119741660483389,0.15108011991555592,-0.05958871367760254,1,0.4655056416627531,0,1.2063258401206896,0,-0.26493646831291706,1.8918753952760596,0,1,0,5015,9.896111665004986,1162304,0
0,0,1,-0.05896863055654679,-0.1059923715637287,-0.37316766709640947,-0.06427380722703199,1,0.09400293393199566,0,-0.08609950478909088,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3365,0.0956909361069836,0,1
0,0,1,-0.0589661118418377,-0.0762767500647425,-0.375411086551244,-0.06443536217701232,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3311,0.0335246149199637,111378,1
0,0,1,-0.0588480920668974,-0.09154516561488689,-0.2521399720519492,-0.05926560377764189,1,-1.392007896991034,0,-1.3785248496988713,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4917,2.3805165751474475,209950,0
0,0,1,-0.05854908464928951,-0.05343495708036312,-0.06386285496090975,-0.056519169627976346,1,1.208511057124268,1,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,1,4877,6.030961656756203,2199744,0
0,0,1,-0.058654510850684356,-0.09489083436093447,1.785980021865966,-0.05005697162876331,1,0.4655056416627531,1,-0.6399960811789968,0,4.655182315653853,-0.22636207864700622,0,1,1,5003,40.65480711573056,357700,0
0,0,0,-0.05900101403137797,-0.10170383253470408,-0.37545361583000864,-0.06411225227705167,1,1.5800137648550254,0,0.6524292637307837,0,-0.26493646831291706,4.0101128691991255,0,1,1,3312,0.0323067632850241,2397,1
0,0,1,-0.05605771598561082,0.1693865814064056,1.1322199486959958,0.0003481727650983782,1,-0.6490024815295192,0,0.09853268734087775,0,4.655182315653853,0.8327566583145267,0,1,0,5111,27.76521228722364,74215638,0
0,0,1,-0.05881750767400129,-0.1059923715637287,-0.1671026791620614,-0.06265825772722873,1,-0.2774997737987618,0,0.8370614558607523,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5108,3.8572826938136258,0,0
0,0,1,-0.053659179949781505,0.34834944414953245,-0.3684681817929173,-0.06039648842750417,1,1.5800137648550254,0,1.021693647990721,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4080,0.1872549019607843,222023494,1
0,0,1,-0.058995616785572774,-0.10073054708130842,-0.375145278558965,-0.06443536217701232,1,0.4655056416627531,0,0.09853268734087775,0,-0.26493646831291706,1.8918753952760596,0,1,1,3315,0.041025641025641,5536,1
0,0,1,-0.05891285901655976,-0.09735446316484224,-0.3045466758096708,-0.06411225227705167,1,1.208511057124268,1,1.021693647990721,0,-0.26493646831291706,-0.22636207864700622,0,1,0,4100,1.6526829268292682,74408,0
0,0,0,-0.05897618670067406,-0.08205563244427921,-0.3756237329450672,-0.06427380722703199,1,1.208511057124268,0,0.6524292637307837,0,-0.26493646831291706,-0.22636207864700622,0,0,0,3310,0.0274924471299093,67682,1
0,0,1,-0.057937396791367245,-0.044340821125197424,0.38501241776043116,-0.055065175078153415,1,1.5800137648550254,0,2.3141189929005015,1,-0.26493646831291706,-0.22636207864700622,0,1,1,3912,18.31058282208589,6026271,0
0,0,1,-0.05883729757528701,-0.08597918942828046,-0.35864391839828663,-0.06378914237709102,1,-0.2774997737987618,0,0.2831648794708464,0,3.0151427209982633,-0.22636207864700622,0,1,0,5111,0.3302680493054197,310576,0
0,0,1,-0.05853649107574406,-0.10127802014884349,-0.1965010431081154,-0.06411225227705167,1,0.09400293393199566,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3505,4.832524964336662,202740,0
0,0,1,-0.058967191290998734,-0.10182549321637854,-0.28660995249068594,-0.06378914237709102,1,-0.6490024815295192,1,-1.1938926575689026,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5090,1.662671905697446,15207,0
0,0,1,-0.058957476248549384,-0.08032196773041819,-0.3751771755180385,-0.06443536217701232,1,0.8370083493935105,0,0.2831648794708464,0,1.3751031263426732,-0.22636207864700622,0,1,1,3314,0.040132770066385,116472,1
0,0,1,-0.05900497201163511,-0.10593154122289149,-0.37659127403696263,-0.06443536217701232,1,-1.0205051892602768,0,-0.45536388904902814,0,-0.26493646831291706,-0.22636207864700622,0,0,0,4930,0.0,12,0
0,0,1,-0.05893300873423249,-0.10590112605247287,-0.3443859776924427,-0.06411225227705167,1,-1.0205051892602768,0,0.09853268734087775,0,-0.26493646831291706,-0.22636207864700622,0,1,1,5112,0.5925273865414711,618,0
1,0,1,-0.05869552991880385,-0.0531916357170142,-0.1439986484731734,-0.060234933477523844,1,1.5800137648550254,0,0.6524292637307837,1,-0.26493646831291706,-0.22636207864700622,0,1,1,5092,4.296150824823252,1503376,0
0,0,1,-0.05883513867696493,-0.0960161956664232,0.11800297335636098,-0.061688928027346775,1,-0.6490024815295192,0,1.9448546086405643,1,1.3751031263426732,-0.22636207864700622,0,1,0,5032,9.24443561208267,156784,0
0,0,1,-0.0584936729256895,-0.06331988746641277,1.6295254376105648,-0.03729413058031756,1,-1.0205051892602768,0,-1.3785248496988713,0,-0.26493646831291706,-0.22636207864700622,0,1,0,5323,35.44636483186173,2002081,0
0,0,0,-0.05892473295733119,-0.1059923715637287,-0.18241321951733003,-0.06427380722703199,1,1.5800137648550254,0,0.467797071600815,0,-0.26493646831291706,-0.22636207864700622,0,1,0,3892,4.692446043165468,0,1
0,0,0,-0.0589963364183468,-0.10103469878549456,-0.37550677742846444,-0.06443536217701232,1,-0.2774997737987618,0,-0.2707316969190595,0,-0.26493646831291706,-0.22636207864700622,0,1,1,3303,0.030881017257039,4890,1
